,Original Rows,Columns,Type,Silhouettescore,DaviesBouldinscore,Calinskiharabazscore,Cohesionscore,Separationscore,RMSSTDscore,RSscore,XBscore,Adjustedrandomscore,Adjusted_mutual_info_score,Fowlkes_mallows_score,Normalizedmutualinfoscore,imbalanced_ratio_before_sampling,total_hypersphere,hypersphere_minority,hypersphere_majority,samplesperhypersphere,samplesperhypersphere_minority,samplesperhypersphere_majority,Average distance between class,overlapping
1614,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1619,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1624,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1629,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1634,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1639,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1644,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1649,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1654,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1659,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1664,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,82,4,29,2.609756098,2.25,2.620689655,2.664506348,0.000850176
1669,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1674,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1679,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1684,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1689,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1694,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1699,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1704,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1709,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1714,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1719,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1724,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1729,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1734,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1739,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1744,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1749,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1754,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1759,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1764,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1769,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,-0.022979817,0.18237076,0.588239716,0.185662746,0.486111111,60,27,33,3.566666667,2.592592593,4.363636364,1.023710031,6.28e-05
1774,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1779,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1784,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1789,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1794,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1799,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1804,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1809,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1814,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1819,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1824,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1829,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1834,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1839,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1844,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1849,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1854,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1859,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1864,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1869,214,9,1,0.448290619,0.967296495,124.5014474,336.2926334,1006.464413,0.423843722,0.749550647,0.488700256,0.273885403,0.399009309,0.50642076,0.426463272,0.118421053,74,3,24,2.891891892,3.0,3.166666667,2.818182451,0.000850176
1874,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1879,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1884,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1889,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1894,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1899,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1904,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1909,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1914,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1919,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1924,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1929,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1934,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1939,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1944,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1949,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1954,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1959,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1964,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1969,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1974,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.235955987,0.180384752,0.81428604,0.185780998,0.064676617,8,5,3,26.75,2.6,67.0,1.897888392,0.003687155
1979,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
1984,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
1989,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
1994,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
1999,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2004,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2009,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2014,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2019,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2024,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2029,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2034,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2039,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2044,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2049,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2054,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2059,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2064,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2069,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2074,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2079,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.04638677,0.005818968,0.778625929,0.013186944,0.043902439,16,4,12,13.375,2.25,17.08333333,1.821691933,0.0
2084,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2089,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2094,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2099,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2104,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2109,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2114,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2119,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2124,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2129,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2134,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2139,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2144,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2149,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2154,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2159,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2164,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2169,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2174,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
2179,214,9,0,0.558251533,1.065688103,134.2984249,824.7771255,522.4824002,0.657474811,0.38781125,0.282651469,0.384508598,0.241261539,0.816650641,0.24514627,0.156756757,19,5,14,11.26315789,5.8,13.21428571,1.074342215,0.013947126
